region,instance_type
sa-east-1,c7i-flex.2xlarge
sa-east-1,c7i-flex.4xlarge
sa-east-1,c7i-flex.8xlarge
sa-east-1,c7i-flex.large
sa-east-1,c7i-flex.xlarge
sa-east-1,c7i.12xlarge
sa-east-1,c7i.16xlarge
sa-east-1,c7i.24xlarge
sa-east-1,c7i.2xlarge
sa-east-1,c7i.48xlarge
sa-east-1,c7i.4xlarge
sa-east-1,c7i.8xlarge
sa-east-1,c7i.large
sa-east-1,c7i.metal-24xl
sa-east-1,c7i.metal-48xl
sa-east-1,c7i.xlarge
sa-east-1,g4dn.12xlarge
sa-east-1,g4dn.16xlarge
sa-east-1,g4dn.2xlarge
sa-east-1,g4dn.4xlarge
sa-east-1,g4dn.8xlarge
sa-east-1,g4dn.metal
sa-east-1,g4dn.xlarge
sa-east-1,g5.12xlarge
sa-east-1,g5.16xlarge
sa-east-1,g5.24xlarge
sa-east-1,g5.2xlarge
sa-east-1,g5.48xlarge
sa-east-1,g5.4xlarge
sa-east-1,g5.8xlarge
sa-east-1,g5.xlarge
sa-east-1,g6.12xlarge
sa-east-1,g6.16xlarge
sa-east-1,g6.24xlarge
sa-east-1,g6.2xlarge
sa-east-1,g6.48xlarge
sa-east-1,g6.4xlarge
sa-east-1,g6.8xlarge
sa-east-1,g6.xlarge
sa-east-1,gr6.4xlarge
sa-east-1,gr6.8xlarge
sa-east-1,i3.16xlarge
sa-east-1,i3.2xlarge
sa-east-1,i3.4xlarge
sa-east-1,i3.8xlarge
sa-east-1,i3.large
sa-east-1,i3.metal
sa-east-1,i3.xlarge
sa-east-1,i3en.12xlarge
sa-east-1,i3en.24xlarge
sa-east-1,i3en.2xlarge
sa-east-1,i3en.3xlarge
sa-east-1,i3en.6xlarge
sa-east-1,i3en.large
sa-east-1,i3en.metal
sa-east-1,i3en.xlarge
sa-east-1,i4i.12xlarge
sa-east-1,i4i.16xlarge
sa-east-1,i4i.24xlarge
sa-east-1,i4i.2xlarge
sa-east-1,i4i.32xlarge
sa-east-1,i4i.4xlarge
sa-east-1,i4i.8xlarge
sa-east-1,i4i.large
sa-east-1,i4i.metal
sa-east-1,i4i.xlarge
sa-east-1,inf1.24xlarge
sa-east-1,inf1.2xlarge
sa-east-1,inf1.6xlarge
sa-east-1,inf1.xlarge
sa-east-1,inf2.24xlarge
sa-east-1,inf2.48xlarge
sa-east-1,inf2.8xlarge
sa-east-1,inf2.xlarge
sa-east-1,m1.large
sa-east-1,m1.medium
sa-east-1,m1.small
sa-east-1,m1.xlarge
sa-east-1,m2.2xlarge
sa-east-1,m2.4xlarge
sa-east-1,m2.xlarge
sa-east-1,m3.2xlarge
sa-east-1,m3.large
sa-east-1,m3.medium
sa-east-1,m3.xlarge
sa-east-1,m4.10xlarge
sa-east-1,m4.16xlarge
sa-east-1,m4.2xlarge
sa-east-1,m4.4xlarge
sa-east-1,m4.large
sa-east-1,m4.xlarge
sa-east-1,m5.12xlarge
sa-east-1,m5.16xlarge
sa-east-1,m5.24xlarge
sa-east-1,m5.2xlarge
sa-east-1,m5.4xlarge
sa-east-1,m5.8xlarge
sa-east-1,m5.large
sa-east-1,m5.metal
sa-east-1,m5.xlarge
sa-east-1,m5a.12xlarge
sa-east-1,m5a.16xlarge
sa-east-1,m5a.24xlarge
sa-east-1,m5a.2xlarge
sa-east-1,m5a.4xlarge
sa-east-1,m5a.8xlarge
sa-east-1,m5a.large
sa-east-1,m5a.xlarge
sa-east-1,m5ad.12xlarge
sa-east-1,m5ad.16xlarge
sa-east-1,m5ad.24xlarge
sa-east-1,m5ad.2xlarge
sa-east-1,m5ad.4xlarge
sa-east-1,m5ad.8xlarge
sa-east-1,m5ad.large
sa-east-1,m5ad.xlarge
sa-east-1,m5d.12xlarge
sa-east-1,m5d.16xlarge
sa-east-1,m5d.24xlarge
sa-east-1,m5d.2xlarge
sa-east-1,m5d.4xlarge
sa-east-1,m5d.8xlarge
sa-east-1,m5d.large
sa-east-1,m5d.metal
sa-east-1,m5d.xlarge
sa-east-1,m5zn.12xlarge
sa-east-1,m5zn.2xlarge
sa-east-1,m5zn.3xlarge
sa-east-1,m5zn.6xlarge
sa-east-1,m5zn.large
sa-east-1,m5zn.metal
sa-east-1,m5zn.xlarge
sa-east-1,m6a.12xlarge
sa-east-1,m6a.16xlarge
sa-east-1,m6a.24xlarge
sa-east-1,m6a.2xlarge
sa-east-1,m6a.32xlarge
sa-east-1,m6a.48xlarge
sa-east-1,m6a.4xlarge
sa-east-1,m6a.8xlarge
sa-east-1,m6a.large
sa-east-1,m6a.metal
sa-east-1,m6a.xlarge
sa-east-1,m6g.12xlarge
sa-east-1,m6g.16xlarge
sa-east-1,m6g.2xlarge
sa-east-1,m6g.4xlarge
sa-east-1,m6g.8xlarge
sa-east-1,m6g.large
sa-east-1,m6g.medium
sa-east-1,m6g.metal
sa-east-1,m6g.xlarge
sa-east-1,m6gd.12xlarge
sa-east-1,m6gd.16xlarge
sa-east-1,m6gd.2xlarge
sa-east-1,m6gd.4xlarge
sa-east-1,m6gd.8xlarge
sa-east-1,m6gd.large
sa-east-1,m6gd.medium
sa-east-1,m6gd.metal
sa-east-1,m6gd.xlarge
sa-east-1,m6i.12xlarge
sa-east-1,m6i.16xlarge
sa-east-1,m6i.24xlarge
sa-east-1,m6i.2xlarge
sa-east-1,m6i.32xlarge
sa-east-1,m6i.4xlarge
sa-east-1,m6i.8xlarge
sa-east-1,m6i.large
sa-east-1,m6i.metal
sa-east-1,m6i.xlarge
sa-east-1,m6id.12xlarge
sa-east-1,m6id.16xlarge
sa-east-1,m6id.24xlarge
sa-east-1,m6id.2xlarge
sa-east-1,m6id.32xlarge
sa-east-1,m6id.4xlarge
sa-east-1,m6id.8xlarge
sa-east-1,m6id.large
sa-east-1,m6id.metal
sa-east-1,m6id.xlarge
sa-east-1,m7g.12xlarge
sa-east-1,m7g.16xlarge
sa-east-1,m7g.2xlarge
sa-east-1,m7g.4xlarge
sa-east-1,m7g.8xlarge
sa-east-1,m7g.large
sa-east-1,m7g.medium
sa-east-1,m7g.metal
sa-east-1,m7g.xlarge
sa-east-1,m7gd.12xlarge
sa-east-1,m7gd.16xlarge
sa-east-1,m7gd.2xlarge
sa-east-1,m7gd.4xlarge
sa-east-1,m7gd.8xlarge
sa-east-1,m7gd.large
sa-east-1,m7gd.medium
sa-east-1,m7gd.metal
sa-east-1,m7gd.xlarge
sa-east-1,m7i-flex.12xlarge
sa-east-1,m7i-flex.16xlarge
sa-east-1,m7i-flex.2xlarge
sa-east-1,m7i-flex.4xlarge
sa-east-1,m7i-flex.8xlarge
sa-east-1,m7i-flex.large
sa-east-1,m7i-flex.xlarge
sa-east-1,m7i.12xlarge
sa-east-1,m7i.16xlarge
sa-east-1,m7i.24xlarge
sa-east-1,m7i.2xlarge
sa-east-1,m7i.48xlarge
sa-east-1,m7i.4xlarge
sa-east-1,m7i.8xlarge
sa-east-1,m7i.large
sa-east-1,m7i.metal-24xl
sa-east-1,m7i.metal-48xl
sa-east-1,m7i.xlarge
sa-east-1,p4d.24xlarge
sa-east-1,p5.48xlarge
sa-east-1,p5e.48xlarge
sa-east-1,r3.2xlarge
sa-east-1,r3.4xlarge
sa-east-1,r3.8xlarge
sa-east-1,r3.large
sa-east-1,r3.xlarge
sa-east-1,r4.16xlarge
sa-east-1,r4.2xlarge
sa-east-1,r4.4xlarge
sa-east-1,r4.8xlarge
sa-east-1,r4.large
sa-east-1,r4.xlarge
sa-east-1,r5.12xlarge
sa-east-1,r5.16xlarge
sa-east-1,r5.24xlarge
sa-east-1,r5.2xlarge
sa-east-1,r5.4xlarge
sa-east-1,r5.8xlarge
sa-east-1,r5.large
sa-east-1,r5.metal
sa-east-1,r5.xlarge
sa-east-1,r5a.12xlarge
sa-east-1,r5a.16xlarge
sa-east-1,r5a.24xlarge
sa-east-1,r5a.2xlarge
sa-east-1,r5a.4xlarge
sa-east-1,r5a.8xlarge
sa-east-1,r5a.large
sa-east-1,r5a.xlarge
sa-east-1,r5ad.12xlarge
sa-east-1,r5ad.16xlarge
sa-east-1,r5ad.24xlarge
sa-east-1,r5ad.2xlarge
sa-east-1,r5ad.4xlarge
sa-east-1,r5ad.8xlarge
sa-east-1,r5ad.large
sa-east-1,r5ad.xlarge
sa-east-1,r5b.12xlarge
sa-east-1,r5b.16xlarge
sa-east-1,r5b.24xlarge
sa-east-1,r5b.2xlarge
sa-east-1,r5b.4xlarge
sa-east-1,r5b.8xlarge
sa-east-1,r5b.large
sa-east-1,r5b.metal
sa-east-1,r5b.xlarge
sa-east-1,r5d.12xlarge
sa-east-1,r5d.16xlarge
sa-east-1,r5d.24xlarge
sa-east-1,r5d.2xlarge
sa-east-1,r5d.4xlarge
sa-east-1,r5d.8xlarge
sa-east-1,r5d.large
sa-east-1,r5d.metal
sa-east-1,r5d.xlarge
sa-east-1,r5n.12xlarge
sa-east-1,r5n.16xlarge
sa-east-1,r5n.24xlarge
sa-east-1,r5n.2xlarge
sa-east-1,r5n.4xlarge
sa-east-1,r5n.8xlarge
sa-east-1,r5n.large
sa-east-1,r5n.metal
sa-east-1,r5n.xlarge
sa-east-1,r6g.12xlarge
sa-east-1,r6g.16xlarge
sa-east-1,r6g.2xlarge
sa-east-1,r6g.4xlarge
sa-east-1,r6g.8xlarge
sa-east-1,r6g.large
sa-east-1,r6g.medium
sa-east-1,r6g.metal
sa-east-1,r6g.xlarge
sa-east-1,r6gd.12xlarge
sa-east-1,r6gd.16xlarge
sa-east-1,r6gd.2xlarge
sa-east-1,r6gd.4xlarge
sa-east-1,r6gd.8xlarge
sa-east-1,r6gd.large
sa-east-1,r6gd.medium
sa-east-1,r6gd.metal
sa-east-1,r6gd.xlarge
sa-east-1,r6i.12xlarge
sa-east-1,r6i.16xlarge
sa-east-1,r6i.24xlarge
sa-east-1,r6i.2xlarge
sa-east-1,r6i.32xlarge
sa-east-1,r6i.4xlarge
sa-east-1,r6i.8xlarge
sa-east-1,r6i.large
sa-east-1,r6i.metal
sa-east-1,r6i.xlarge
sa-east-1,r7g.12xlarge
sa-east-1,r7g.16xlarge
sa-east-1,r7g.2xlarge
sa-east-1,r7g.4xlarge
sa-east-1,r7g.8xlarge
sa-east-1,r7g.large
sa-east-1,r7g.medium
sa-east-1,r7g.metal
sa-east-1,r7g.xlarge
sa-east-1,r7i.12xlarge
sa-east-1,r7i.16xlarge
sa-east-1,r7i.24xlarge
sa-east-1,r7i.2xlarge
sa-east-1,r7i.48xlarge
sa-east-1,r7i.4xlarge
sa-east-1,r7i.8xlarge
sa-east-1,r7i.large
sa-east-1,r7i.metal-24xl
sa-east-1,r7i.metal-48xl
sa-east-1,r7i.xlarge
sa-east-1,t1.micro
sa-east-1,t2.2xlarge
sa-east-1,t2.large
sa-east-1,t2.medium
sa-east-1,t2.micro
sa-east-1,t2.nano
sa-east-1,t2.small
sa-east-1,t2.xlarge
sa-east-1,t3.2xlarge
sa-east-1,t3.large
sa-east-1,t3.medium
sa-east-1,t3.micro
sa-east-1,t3.nano
sa-east-1,t3.small
sa-east-1,t3.xlarge
sa-east-1,t3a.2xlarge
sa-east-1,t3a.large
sa-east-1,t3a.medium
sa-east-1,t3a.micro
sa-east-1,t3a.nano
sa-east-1,t3a.small
sa-east-1,t3a.xlarge
sa-east-1,t4g.2xlarge
sa-east-1,t4g.large
sa-east-1,t4g.medium
sa-east-1,t4g.micro
sa-east-1,t4g.nano
sa-east-1,t4g.small
sa-east-1,t4g.xlarge
sa-east-1,u-12tb1.112xlarge
sa-east-1,u-18tb1.112xlarge
sa-east-1,u-3tb1.56xlarge
sa-east-1,u-6tb1.112xlarge
sa-east-1,u-6tb1.56xlarge
sa-east-1,u-9tb1.112xlarge
sa-east-1,x1.16xlarge
sa-east-1,x1.32xlarge
sa-east-1,x1e.16xlarge
sa-east-1,x1e.2xlarge
sa-east-1,x1e.32xlarge
sa-east-1,x1e.4xlarge
sa-east-1,x1e.8xlarge
sa-east-1,x1e.xlarge
sa-east-1,x2idn.16xlarge
sa-east-1,x2idn.24xlarge
sa-east-1,x2idn.32xlarge
sa-east-1,x2idn.metal
sa-east-1,x2iedn.16xlarge
sa-east-1,x2iedn.24xlarge
sa-east-1,x2iedn.2xlarge
sa-east-1,x2iedn.32xlarge
sa-east-1,x2iedn.4xlarge
sa-east-1,x2iedn.8xlarge
sa-east-1,x2iedn.metal
sa-east-1,x2iedn.xlarge
ap-southeast-1,a1.2xlarge
ap-southeast-1,a1.4xlarge
ap-southeast-1,a1.large
ap-southeast-1,a1.medium
ap-southeast-1,a1.metal
ap-southeast-1,a1.xlarge
ap-southeast-1,c1.medium
ap-southeast-1,c1.xlarge
ap-southeast-1,c3.2xlarge
ap-southeast-1,c3.4xlarge
ap-southeast-1,c3.8xlarge
ap-southeast-1,c3.large
ap-southeast-1,c3.xlarge
ap-southeast-1,c4.2xlarge
ap-southeast-1,c4.4xlarge
ap-southeast-1,c4.8xlarge
ap-southeast-1,c4.large
ap-southeast-1,c4.xlarge
ap-southeast-1,c5.12xlarge
ap-southeast-1,c5.18xlarge
ap-southeast-1,c5.24xlarge
ap-southeast-1,c5.2xlarge
ap-southeast-1,c5.4xlarge
ap-southeast-1,c5.9xlarge
ap-southeast-1,c5.large
ap-southeast-1,c5.metal
ap-southeast-1,c5.xlarge
ap-southeast-1,c5a.12xlarge
ap-southeast-1,c5a.16xlarge
ap-southeast-1,c5a.24xlarge
ap-southeast-1,c5a.2xlarge
ap-southeast-1,c5a.4xlarge
ap-southeast-1,c5a.8xlarge
ap-southeast-1,c5a.large
ap-southeast-1,c5a.xlarge
ap-southeast-1,c5ad.12xlarge
ap-southeast-1,c5ad.16xlarge
ap-southeast-1,c5ad.24xlarge
ap-southeast-1,c5ad.2xlarge
ap-southeast-1,c5ad.4xlarge
ap-southeast-1,c5ad.8xlarge
ap-southeast-1,c5ad.large
ap-southeast-1,c5ad.xlarge
ap-southeast-1,c5d.12xlarge
ap-southeast-1,c5d.18xlarge
ap-southeast-1,c5d.24xlarge
ap-southeast-1,c5d.2xlarge
ap-southeast-1,c5d.4xlarge
ap-southeast-1,c5d.9xlarge
ap-southeast-1,c5d.large
ap-southeast-1,c5d.metal
ap-southeast-1,c5d.xlarge
ap-southeast-1,c5n.18xlarge
ap-southeast-1,c5n.2xlarge
ap-southeast-1,c5n.4xlarge
ap-southeast-1,c5n.9xlarge
ap-southeast-1,c5n.large
ap-southeast-1,c5n.metal
ap-southeast-1,c5n.xlarge
ap-southeast-1,c6a.12xlarge
ap-southeast-1,c6a.16xlarge
ap-southeast-1,c6a.24xlarge
ap-southeast-1,c6a.2xlarge
ap-southeast-1,c6a.32xlarge
ap-southeast-1,c6a.48xlarge
ap-southeast-1,c6a.4xlarge
ap-southeast-1,c6a.8xlarge
ap-southeast-1,c6a.large
ap-southeast-1,c6a.metal
ap-southeast-1,c6a.xlarge
ap-southeast-1,c6g.12xlarge
ap-southeast-1,c6g.16xlarge
ap-southeast-1,c6g.2xlarge
ap-southeast-1,c6g.4xlarge
ap-southeast-1,c6g.8xlarge
ap-southeast-1,c6g.large
ap-southeast-1,c6g.medium
ap-southeast-1,c6g.metal
ap-southeast-1,c6g.xlarge
ap-southeast-1,c6gd.12xlarge
ap-southeast-1,c6gd.16xlarge
ap-southeast-1,c6gd.2xlarge
ap-southeast-1,c6gd.4xlarge
ap-southeast-1,c6gd.8xlarge
ap-southeast-1,c6gd.large
ap-southeast-1,c6gd.medium
ap-southeast-1,c6gd.metal
ap-southeast-1,c6gd.xlarge
ap-southeast-1,c6gn.12xlarge
ap-southeast-1,c6gn.16xlarge
ap-southeast-1,c6gn.2xlarge
ap-southeast-1,c6gn.4xlarge
ap-southeast-1,c6gn.8xlarge
ap-southeast-1,c6gn.large
ap-southeast-1,c6gn.medium
ap-southeast-1,c6gn.xlarge
ap-southeast-1,c6i.12xlarge
ap-southeast-1,c6i.16xlarge
ap-southeast-1,c6i.24xlarge
ap-southeast-1,c6i.2xlarge
ap-southeast-1,c6i.32xlarge
ap-southeast-1,c6i.4xlarge
ap-southeast-1,c6i.8xlarge
ap-southeast-1,c6i.large
ap-southeast-1,c6i.metal
ap-southeast-1,c6i.xlarge
ap-southeast-1,c6id.12xlarge
ap-southeast-1,c6id.16xlarge
ap-southeast-1,c6id.24xlarge
ap-southeast-1,c6id.2xlarge
ap-southeast-1,c6id.32xlarge
ap-southeast-1,c6id.4xlarge
ap-southeast-1,c6id.8xlarge
ap-southeast-1,c6id.large
ap-southeast-1,c6id.metal
ap-southeast-1,c6id.xlarge
ap-southeast-1,c6in.12xlarge
ap-southeast-1,c6in.16xlarge
ap-southeast-1,c6in.24xlarge
ap-southeast-1,c6in.2xlarge
ap-southeast-1,c6in.32xlarge
ap-southeast-1,c6in.4xlarge
ap-southeast-1,c6in.8xlarge
ap-southeast-1,c6in.large
ap-southeast-1,c6in.metal
ap-southeast-1,c6in.xlarge
ap-southeast-1,c7g.12xlarge
ap-southeast-1,c7g.16xlarge
ap-southeast-1,c7g.2xlarge
ap-southeast-1,c7g.4xlarge
ap-southeast-1,c7g.8xlarge
ap-southeast-1,c7g.large
ap-southeast-1,c7g.medium
ap-southeast-1,c7g.metal
ap-southeast-1,c7g.xlarge
ap-southeast-1,c7gd.12xlarge
ap-southeast-1,c7gd.16xlarge
ap-southeast-1,c7gd.2xlarge
ap-southeast-1,c7gd.4xlarge
ap-southeast-1,c7gd.8xlarge
ap-southeast-1,c7gd.large
ap-southeast-1,c7gd.medium
ap-southeast-1,c7gd.metal
ap-southeast-1,c7gd.xlarge
ap-southeast-1,c7i-flex.12xlarge
ap-southeast-1,c7i-flex.16xlarge
ap-southeast-1,c7i-flex.2xlarge
ap-southeast-1,c7i-flex.4xlarge
ap-southeast-1,c7i-flex.8xlarge
ap-southeast-1,c7i-flex.large
ap-southeast-1,c7i-flex.xlarge
ap-southeast-1,c7i.12xlarge
ap-southeast-1,c7i.16xlarge
ap-southeast-1,c7i.24xlarge
ap-southeast-1,c7i.2xlarge
ap-southeast-1,c7i.48xlarge
ap-southeast-1,c7i.4xlarge
ap-southeast-1,c7i.8xlarge
ap-southeast-1,c7i.large
ap-southeast-1,c7i.metal-24xl
ap-southeast-1,c7i.metal-48xl
ap-southeast-1,c7i.xlarge
ap-southeast-1,d2.2xlarge
ap-southeast-1,d2.4xlarge
ap-southeast-1,d2.8xlarge
ap-southeast-1,d2.xlarge
ap-southeast-1,d3.2xlarge
ap-southeast-1,d3.4xlarge
ap-southeast-1,d3.8xlarge
ap-southeast-1,d3.xlarge
ap-southeast-1,d3en.12xlarge
ap-southeast-1,d3en.2xlarge
ap-southeast-1,d3en.4xlarge
ap-southeast-1,d3en.6xlarge
ap-southeast-1,d3en.8xlarge
ap-southeast-1,d3en.xlarge
ap-southeast-1,g4dn.12xlarge
ap-southeast-1,g4dn.16xlarge
ap-southeast-1,g4dn.2xlarge
ap-southeast-1,g4dn.4xlarge
ap-southeast-1,g4dn.8xlarge
ap-southeast-1,g4dn.metal
ap-southeast-1,g4dn.xlarge
ap-southeast-1,g5g.16xlarge
ap-southeast-1,g5g.2xlarge
ap-southeast-1,g5g.4xlarge
ap-southeast-1,g5g.8xlarge
ap-southeast-1,g5g.metal
ap-southeast-1,g5g.xlarge
ap-southeast-1,hpc6a.48xlarge
ap-southeast-1,i2.2xlarge
ap-southeast-1,i2.4xlarge
ap-southeast-1,i2.8xlarge
ap-southeast-1,i2.xlarge
ap-southeast-1,i3.16xlarge
ap-southeast-1,i3.2xlarge
ap-southeast-1,i3.4xlarge
ap-southeast-1,i3.8xlarge
ap-southeast-1,i3.large
ap-southeast-1,i3.metal
ap-southeast-1,i3.xlarge
ap-southeast-1,i3en.12xlarge
ap-southeast-1,i3en.24xlarge
ap-southeast-1,i3en.2xlarge
ap-southeast-1,i3en.3xlarge
ap-southeast-1,i3en.6xlarge
ap-southeast-1,i3en.large
ap-southeast-1,i3en.metal
ap-southeast-1,i3en.xlarge
ap-southeast-1,i4g.16xlarge
ap-southeast-1,i4g.2xlarge
ap-southeast-1,i4g.4xlarge
ap-southeast-1,i4g.8xlarge
ap-southeast-1,i4g.large
ap-southeast-1,i4g.xlarge
ap-southeast-1,i4i.12xlarge
ap-southeast-1,i4i.16xlarge
ap-southeast-1,i4i.24xlarge
ap-southeast-1,i4i.2xlarge
ap-southeast-1,i4i.32xlarge
ap-southeast-1,i4i.4xlarge
ap-southeast-1,i4i.8xlarge
ap-southeast-1,i4i.large
ap-southeast-1,i4i.metal
ap-southeast-1,i4i.xlarge
ap-southeast-1,im4gn.16xlarge
ap-southeast-1,im4gn.2xlarge
ap-southeast-1,im4gn.4xlarge
ap-southeast-1,im4gn.8xlarge
ap-southeast-1,im4gn.large
ap-southeast-1,im4gn.xlarge
ap-southeast-1,inf1.24xlarge
ap-southeast-1,inf1.2xlarge
ap-southeast-1,inf1.6xlarge
ap-southeast-1,inf1.xlarge
ap-southeast-1,inf2.24xlarge
ap-southeast-1,inf2.48xlarge
ap-southeast-1,inf2.8xlarge
ap-southeast-1,inf2.xlarge
ap-southeast-1,is4gen.2xlarge
ap-southeast-1,is4gen.4xlarge
ap-southeast-1,is4gen.8xlarge
ap-southeast-1,is4gen.large
ap-southeast-1,is4gen.medium
ap-southeast-1,is4gen.xlarge
ap-southeast-1,m1.large
ap-southeast-1,m1.medium
ap-southeast-1,m1.small
ap-southeast-1,m1.xlarge
ap-southeast-1,m2.2xlarge
ap-southeast-1,m2.4xlarge
ap-southeast-1,m2.xlarge
ap-southeast-1,m3.2xlarge
ap-southeast-1,m3.large
ap-southeast-1,m3.medium
ap-southeast-1,m3.xlarge
ap-southeast-1,m4.10xlarge
ap-southeast-1,m4.16xlarge
ap-southeast-1,m4.2xlarge
ap-southeast-1,m4.4xlarge
ap-southeast-1,m4.large
ap-southeast-1,m4.xlarge
ap-southeast-1,m5.12xlarge
ap-southeast-1,m5.16xlarge
ap-southeast-1,m5.24xlarge
ap-southeast-1,m5.2xlarge
ap-southeast-1,m5.4xlarge
ap-southeast-1,m5.8xlarge
ap-southeast-1,m5.large
ap-southeast-1,m5.metal
ap-southeast-1,m5.xlarge
ap-southeast-1,m5a.12xlarge
ap-southeast-1,m5a.16xlarge
ap-southeast-1,m5a.24xlarge
ap-southeast-1,m5a.2xlarge
ap-southeast-1,m5a.4xlarge
ap-southeast-1,m5a.8xlarge
ap-southeast-1,m5a.large
ap-southeast-1,m5a.xlarge
ap-southeast-1,m5ad.12xlarge
ap-southeast-1,m5ad.16xlarge
ap-southeast-1,m5ad.24xlarge
ap-southeast-1,m5ad.2xlarge
ap-southeast-1,m5ad.4xlarge
ap-southeast-1,m5ad.8xlarge
ap-southeast-1,m5ad.large
ap-southeast-1,m5ad.xlarge
ap-southeast-1,m5d.12xlarge
ap-southeast-1,m5d.16xlarge
ap-southeast-1,m5d.24xlarge
ap-southeast-1,m5d.2xlarge
ap-southeast-1,m5d.4xlarge
ap-southeast-1,m5d.8xlarge
ap-southeast-1,m5d.large
ap-southeast-1,m5d.metal
ap-southeast-1,m5d.xlarge
ap-southeast-1,m5dn.12xlarge
ap-southeast-1,m5dn.16xlarge
ap-southeast-1,m5dn.24xlarge
ap-southeast-1,m5dn.2xlarge
ap-southeast-1,m5dn.4xlarge
ap-southeast-1,m5dn.8xlarge
ap-southeast-1,m5dn.large
ap-southeast-1,m5dn.metal
ap-southeast-1,m5dn.xlarge
ap-southeast-1,m5n.12xlarge
ap-southeast-1,m5n.16xlarge
ap-southeast-1,m5n.24xlarge
ap-southeast-1,m5n.2xlarge
ap-southeast-1,m5n.4xlarge
ap-southeast-1,m5n.8xlarge
ap-southeast-1,m5n.large
ap-southeast-1,m5n.metal
ap-southeast-1,m5n.xlarge
ap-southeast-1,m5zn.12xlarge
ap-southeast-1,m5zn.2xlarge
ap-southeast-1,m5zn.3xlarge
ap-southeast-1,m5zn.6xlarge
ap-southeast-1,m5zn.large
ap-southeast-1,m5zn.metal
ap-southeast-1,m5zn.xlarge
ap-southeast-1,m6a.12xlarge
ap-southeast-1,m6a.16xlarge
ap-southeast-1,m6a.24xlarge
ap-southeast-1,m6a.2xlarge
ap-southeast-1,m6a.32xlarge
ap-southeast-1,m6a.48xlarge
ap-southeast-1,m6a.4xlarge
ap-southeast-1,m6a.8xlarge
ap-southeast-1,m6a.large
ap-southeast-1,m6a.metal
ap-southeast-1,m6a.xlarge
ap-southeast-1,m6g.12xlarge
ap-southeast-1,m6g.16xlarge
ap-southeast-1,m6g.2xlarge
ap-southeast-1,m6g.4xlarge
ap-southeast-1,m6g.8xlarge
ap-southeast-1,m6g.large
ap-southeast-1,m6g.medium
ap-southeast-1,m6g.metal
ap-southeast-1,m6g.xlarge
ap-southeast-1,m6gd.12xlarge
ap-southeast-1,m6gd.16xlarge
ap-southeast-1,m6gd.2xlarge
ap-southeast-1,m6gd.4xlarge
ap-southeast-1,m6gd.8xlarge
ap-southeast-1,m6gd.large
ap-southeast-1,m6gd.medium
ap-southeast-1,m6gd.metal
ap-southeast-1,m6gd.xlarge
ap-southeast-1,m6i.12xlarge
ap-southeast-1,m6i.16xlarge
ap-southeast-1,m6i.24xlarge
ap-southeast-1,m6i.2xlarge
ap-southeast-1,m6i.32xlarge
ap-southeast-1,m6i.4xlarge
ap-southeast-1,m6i.8xlarge
ap-southeast-1,m6i.large
ap-southeast-1,m6i.metal
ap-southeast-1,m6i.xlarge
ap-southeast-1,m6id.12xlarge
ap-southeast-1,m6id.16xlarge
ap-southeast-1,m6id.24xlarge
ap-southeast-1,m6id.2xlarge
ap-southeast-1,m6id.32xlarge
ap-southeast-1,m6id.4xlarge
ap-southeast-1,m6id.8xlarge
ap-southeast-1,m6id.large
ap-southeast-1,m6id.metal
ap-southeast-1,m6id.xlarge
ap-southeast-1,m6idn.12xlarge
ap-southeast-1,m6idn.16xlarge
ap-southeast-1,m6idn.24xlarge
ap-southeast-1,m6idn.2xlarge
ap-southeast-1,m6idn.32xlarge
ap-southeast-1,m6idn.4xlarge
ap-southeast-1,m6idn.8xlarge
ap-southeast-1,m6idn.large
ap-southeast-1,m6idn.metal
ap-southeast-1,m6idn.xlarge
ap-southeast-1,m6in.12xlarge
ap-southeast-1,m6in.16xlarge
ap-southeast-1,m6in.24xlarge
ap-southeast-1,m6in.2xlarge
ap-southeast-1,m6in.32xlarge
ap-southeast-1,m6in.4xlarge
ap-southeast-1,m6in.8xlarge
ap-southeast-1,m6in.large
ap-southeast-1,m6in.metal
ap-southeast-1,m6in.xlarge
ap-southeast-1,m7g.12xlarge
ap-southeast-1,m7g.16xlarge
ap-southeast-1,m7g.2xlarge
ap-southeast-1,m7g.4xlarge
ap-southeast-1,m7g.8xlarge
ap-southeast-1,m7g.large
ap-southeast-1,m7g.medium
ap-southeast-1,m7g.metal
ap-southeast-1,m7g.xlarge
ap-southeast-1,m7gd.12xlarge
ap-southeast-1,m7gd.16xlarge
ap-southeast-1,m7gd.2xlarge
ap-southeast-1,m7gd.4xlarge
ap-southeast-1,m7gd.8xlarge
ap-southeast-1,m7gd.large
ap-southeast-1,m7gd.medium
ap-southeast-1,m7gd.metal
ap-southeast-1,m7gd.xlarge
ap-southeast-1,m7i-flex.12xlarge
ap-southeast-1,m7i-flex.16xlarge
ap-southeast-1,m7i-flex.2xlarge
ap-southeast-1,m7i-flex.4xlarge
ap-southeast-1,m7i-flex.8xlarge
ap-southeast-1,m7i-flex.large
ap-southeast-1,m7i-flex.xlarge
ap-southeast-1,m7i.12xlarge
ap-southeast-1,m7i.16xlarge
ap-southeast-1,m7i.24xlarge
ap-southeast-1,m7i.2xlarge
ap-southeast-1,m7i.48xlarge
ap-southeast-1,m7i.4xlarge
ap-southeast-1,m7i.8xlarge
ap-southeast-1,m7i.large
